id;phrase;url_picture
12;hello how are you yeah good and you not bad just got back from a party with my grandkids is it possible now to attend the parties yes it was a birthday party all the kids dressed in costumes i asked since it was corona well there were only five kids there no social distance worries thats good my grandson dressed in a spider man costume nice to see if i were there would you like to see a picture of him sure;https://farm8.staticflickr.com/2846/11573383205_6fa5f47372_o.jpg
13;i can see the image hereone aemy man walking ok you want to talk about a man walking but i dont know which country is this yes its in a foreign country i think its a army selection oh are they wearing uniforms many country flags are there yes i see it sounds like that might be it one lady note their performance;https://farm7.staticflickr.com/6024/5963309711_cde2a53b7d_o.jpg
14;hey hey the boys set up their fast food stand for scouts that sounds amazing i know they have working hard yes hot dogs at their table for now making good money i bet its popping got to see it yes ill show you in a sec taking an order right now i might just come down and get a hot dog myself we would love to see you i know its been a few weeks i miss seeing the kids that would make their day;https://farm4.staticflickr.com/3609/3501178523_1931896521_o.jpg
15;hello hello how are you today i am finei have a funny pic to share i love funny pics my mom was able to dress up as a disney character so i took a pic and she made the funniest face what character like she was confused funny faces are funny one of cinderellas sisters want to see it time to scrub the floor chub chub;https://farm1.staticflickr.com/5032/7180521062_7b96b934f8_o.jpg
16;hello there hi how are you whats new im fine thanks nothing too crazy just at a family party with my girlfriend emmie her dad is turning oh wow sounds fun are there a lot of people there he looks fantastic too theres tons of people here emmie is walking him around to say hi to all his friends awesome i wish i was there tell him happy birthday from me you would love it everyone is clapping and waving at him ill have to let him know you said happy birthday do you want to see a photo yeah thatd be great;https://c2.staticflickr.com/6/5608/15340116379_32d85ac36b_o.jpg
17;how are you im doing pretty good i just got up a while ago how are you doing im doing well currently out to lunch with the fam that sounds great where are yall were at some sports pub not sure the name cool what are you having im having chicken wings theyre soooo good nice i love chicken wings right;https://farm8.staticflickr.com/3716/11541747564_6dc4d75683_o.jpg
18;hey youwhats new hello how are you im great im doing well considering being in lock down cant wait until things return to normal im just checking out a cool photodoing things quietly to keep inside i also am ready to get to normal same here ill be doing some reading when im not working yeah i havent left the house in a week i only go out for essentials my mom finley is in the photo i see i leave everyday i head down the wooded trails here im in the california area i live in nyc but i have a balcony so i can exercise out there my mom is in the photo with a friend new york omg yeah its bad here my heart goes out to you im so lucky here yeah i had a friend that tested positive but shes ok im making a lot of money this week actually working hard yesterday sorry about your friend ill share this photo to cheer you up;https://c5.staticflickr.com/4/3769/13620063783_25a7597b79_o.jpg
19;hello how are you today good was recently at a rally my girlfriend lexi and i went together glad to hear you are good where was rally nice that lexi was with you at rally yeah here we are at the rally is there lot of peope there tons of people really i am sure you and lexi are having a good time yeah it was worth coming out for;https://c8.staticflickr.com/1/197/506221908_93fd095618_o.jpg
20;did you do anything recently yes buddy what did you do you wanna see it sure can you describe it that was nothing special what was i just capture a photo in bar last night;https://farm7.staticflickr.com/6136/5947222490_9148fc9700_o.jpg
21;you remember my mom aya yes i do they just went to the coca cola factory how is she doing guess they were able to see a bunch of old cocacola memorabilia really picked up a couple shirts too ill send you a photo of them thats good to hear;https://farm7.staticflickr.com/5508/9365729290_2ba2cf569b_o.jpg
22;i have been taking pictures for my photography collection oh thats fun i currently like this goose picture best a goose no kidding its not a goose lol gotcha what is it then glaucous gull;https://farm2.staticflickr.com/3953/14971714484_591b4648a7_o.jpg
23;hello how are you we are finally over this social distancing and had some friends over it was fun thats great to hear everyone was missing being around others for sure we didnt see some of our friends for months enough was enough we are all done with it what did you guys do for fun we had some food and drinks mainly inside since it was a bit chilly outside there were about of us sounds fun;https://farm7.staticflickr.com/3291/2710888436_60f8de4ee6_o.jpg
24;whats up ypu know how ive been tutoring girls on the side right i have been watching a movie with a glass of wine u have sppeking of drinking yeah i met a girl who i enjoy drinking out with i tutor her on the side so its alittle wierd case she my student what do u think good thing to do u think i should go for her sure why not idk kendal is my student people might think its wierd love lives in the air my friend you wanna see a pic of her i belongs to those that are able to jump high enough;https://farm6.staticflickr.com/8630/16547728819_f0bd3fa4fa_o.jpg
25;what r u doing i am just sitting with my friends in home or outside outside in hotel;https://farm1.staticflickr.com/73/191902854_c5c073e33c_o.jpg
26;hello hows it going today hey how are you doing fine thanks how are you it was a beautiful day here and its friday so i am excited for the weekend me too it hasnt been so gorgeous here whats the weather like today sunny no wind a little cool but nbot cold any speciual plans or events this week for you oh nice does sound like a pretty perfect day its been rainy and cold here just enjoying mothers day how about you well we have mothers day but then we have a special day next friday my granddaughter has her fraducation graduation oh thats exciting congratulations to her how old is she and beautiful want to see her senior photo i would love too she sounds fabulous;https://c1.staticflickr.com/6/5723/20538899075_a465a9459d_o.jpg
27;i can see the picture thats cool what did you take one of yes in this picture the little girl and man pose to the camera so what is it about sounds interesting i think the girl going to the school the girl looks good oh i see good looking girl yah;https://farm4.staticflickr.com/1310/774106700_5dc14c01e6_o.jpg
28;what have you been up to recently awesome just went to see my parents oh that must have been nice that sounds like a lot of fun what did you guys do yup lotsa food and drink at the restaurant;https://c1.staticflickr.com/5/4029/4294166182_5c90a0195e_o.jpg
29;how are you good its raining outside right now so im just relaxing inside the house how about you literally the exact same haha my niece just sent me some photos of her earlier in the year oh thats nice i always love seeing photos of family mine live far away now so i dont see them often yeah i miss her she loves these fashion stuff – dresses footwear and all yeah i miss mine as well thats nice also is she in to any specific brands not really she likes to handmade pieces herself oh thats neat has she made you anything yes she made these dresses out of magazine straps with her friends can you believe it the whole body covered with just magazine paper awesome those are really pretty pretty impressive she has that skillset;https://farm3.staticflickr.com/2383/1755012049_b49cc87118_o.jpg
30;hi hi friend how are you today am fine do you have any plans for today nothing much just to see some movies what about you thats awesome i think im going to try to go back to this one street vendor i went to yesterday such amazing food it was a wonderful snack to pick up on the way back home ok good what kind of snacks is that you could tell the person making the food was an expert because he didnt even wear a glove while pouring oil over the pan wow he is an expert it was some hot dogs sausages on a stick i dont know what he made them taste soooo good yeah here ill send you a picture;https://c2.staticflickr.com/8/7259/7014210713_0081781ee8_o.jpg
31;how are you good my son and i have worked on some baking projects during all this down time wow nice i think i may have perfected my bread recipe at least my son seems to love it;https://c1.staticflickr.com/1/11/91402769_84ea17dd13_o.jpg
32;i tried out a new restaurant last night what you are planned for weekend a trip to the beach wow super you should check out the resturant it has amazing food i ordered a steak and it was cooked to perfection ok i will try this;https://c5.staticflickr.com/3/2626/4052070822_fd0dd01573_o.jpg
33;my seminar went very well i got an opportunity to take a session there were number of people listening its going to be a big memory for me tomorow is very nice i can share todays memory to you yes my number for is very low;https://c6.staticflickr.com/6/5492/11153981166_b6b7f2b30c_o.jpg
34;how have you been ive been great thanks just waiting for my oven dinger to ring what are you cooking i put a pie in not too long ago i cant wait the whole house smells good im cooking a pie oh yummy what kind its a cherry pie ill make sure to save some for you;https://c5.staticflickr.com/3/2929/14554451169_a212c74fd5_o.jpg
35;hi how are you hi im good whats new getting out to eat finally sounds nice where to new bbq place that has just reopened i am a smoked meat lover yummy hows the place they have great cocktails too and food there;https://c6.staticflickr.com/4/3841/14904201946_374976a232_o.jpg
36;hi hey there how are you how are you doing good lol same time i am good thank and you what are you up to today thanks just daily routine same here work and chores anything special do you like cakes of course especially if they are chocolate;https://farm3.staticflickr.com/7594/16743321099_49e3d04d39_o.jpg
37;hey whats new hey there im doing well youre not going to believe what i had for dessert last night you tease what did you have it wasa giant ice cream cookie with chocolate syrup and strawberries the most expensive dessert ive ever had oh wow that sounds really good in this heat how big was it really like giant as a pancake or giant like a birthday cake haha about wow that is a lot of dessert did you eat it all youre going to have to tell me where you went so i can look up the menu for this place i gotta see this massive cookie well it the anniversary of me and mary its been years so she gets to have therest i took a picture here;https://farm5.staticflickr.com/2864/10552711484_897812df09_o.jpg
38;im looking at an old pic of a show that is about to start that my friends attended people look excited oh sounds like a fun experience it was i forget what show it was about though were there curtains no just a projector and chairs and a laptop let me show you;https://farm1.staticflickr.com/393/19504210048_5a88e4beec_o.jpg
39;i had a great picnic yesterday wow thats nice who did you had picnic with friend i sure am i had a picnic by myself but the food was so good i feel so envious that i couldnt go on the picnic with you i could never say no to good food what food did you had friend aww that so nice maybe next time i had sandwiches produce and chips it was delicious;https://farm3.staticflickr.com/71/188862452_bca62476b5_o.jpg
40;how are you im good what are you up to im good too i went out with my boyfriend uriel the other day with his family oh nice whatd you guys end up doing we ended up drinking a lot id love to show a pic of him oh nice what have you been up to;https://farm5.staticflickr.com/33/56167958_4c709cc2f5_o.jpg
41;how are you just hanging out and drinking tea what about you i am at a party now i came with my friends oh yeah that sounds like fun what kind of party;https://farm4.staticflickr.com/8394/8697308099_6739afc729_o.jpg
42;what are you up to i just saw something pretty disturbing how r u i was good until i witnessed this what u saw now that disturbs u i was at a street fair and there was a little girl there that didnt seem to be doing good i learned that she started to drink the wine they had what she is doing and was very drunk she is very young and should not be drinking i will show you is it cant believe this;https://farm5.staticflickr.com/7640/16935959011_16aba92002_o.jpg
43;how are you doing fine how about you good just got in from spending some time out in the sun that sounds nice i need to get out of the house more what were you doing the boys club is here finally finishing our kitchen remodel i needed some time outside the house and they needed the space to work i think my husband jon will be glad to have this off his list haha how much longer until its finished should be done by end of the day do you remember that day i asked you to help me choose between the subway tile samples yeah do you still need help or did you find one you liked we took your recommendation check it out;https://farm1.staticflickr.com/6097/6364615379_4cddd1b833_o.jpg
44;hello how have you been alright i just got myself a brand new camera i am so jealous have you been taking a lot of pictures with it i have yes lol i knew you would yeah the photos have turned out great so i am pleased i would love to see do you have any handy sure;https://farm2.staticflickr.com/3006/2830724117_3f497c6df8_o.jpg
45;we hold a small party last night at my home i am so sad that you are not able to come oh that sounds fun how was it it was great a lot of people brought homemade food oh that sounds good was it a family get together no it was just some friends come and celebrate that we are reopen finally we even bought a cake for that oh so you own a restaurant yes just the one that used to belong to my father i really hope you can be here the cake and desert is so nice oh wow yeah that sounds like it would be pretty cool do you have any pictures yes you want to see it;https://c3.staticflickr.com/6/5127/5373823738_3dafefab56_o.jpg
46;sitting at the beach with my puppy holden arent you lucky i would love to be there with you we had to get a way for a bit same it would be so fun i dont blame you i am stuck at work we will bust you out dont worry look this hound is already looking for you i think he has a plan in mind show me;https://farm2.staticflickr.com/1318/5179506794_8881de44db_o.jpg
47;i just got back from a family reunion okay oh okay it was fun it was held at a restaurant what are you doing now okay enjoy im just relaxing i took some photos of the reunion okay heres one with my aunt hallie;https://c4.staticflickr.com/5/4123/4791319436_99d6d6bf81_o.jpg
48;i have just been going through some prequarantine pictures i am ready to get back to the normal things in life iam also ready bact normal life friend where you friend do you remember our friends little girl jaycee ok friend well she is a dancer and i have the cutest picture of her want to see yes i seeing friend;https://farm7.staticflickr.com/1245/4732298788_1cf5f8e1c5_o.jpg
49;what have you been up to im hanging out with my friend dina shes really cool and has an awesome sense of style oh no not dina i have heard some things about her she can be a cuckoo at times lol she owns a bunch of paintings but leaves them on the floor all over her apartment yeah i wanted to buy one of her paintings but wasnt going to pay over cents i have a pic of a dress she painted want to see it sure lets have a look;https://farm8.staticflickr.com/8/7252397_8bc4fed284_o.jpg
50;huge pieces of sushi oh sushi sounds great do you like seasfood i love crab legs and lobster i do whats your favorite kind oh i love salmon salmon is probably my favorite as well i also love the spring rolls if they are fresh oh me too and spicy tuna i cant do the spicy but i love fresh seafood of all sorts have you had sushi recently not for a few months;https://farm8.staticflickr.com/8434/7830740592_f6d86ba192_o.jpg
51;what u do whats new two days before i was going to bar there i see two people two people you know i took a photo of them with drinks nice yes there are my ex colic did you join them are you want to see their photo sure;https://c3.staticflickr.com/4/3003/2919906451_6d1087f3f0_o.jpg
52;hi friend hello buddy can you see any picture share photo friend how are you doing and discusses the topic fine friend i have brought a cake for my sons birthday ohhh what cake let me send you a photo of it i cant friend its of mixed flavours;https://farm5.staticflickr.com/7034/6450394407_3c8e4bb342_o.jpg
53;i just got back from a boring work conference hows your day been nice to conversation to you my day starting with work how was your day been okay now ur busy i will talk you later end conversation end conversation sorry you should see the picture they snapped of me i look so miserable okay send me i was finishing up some work over here my bad okay let me locate the photo;https://c7.staticflickr.com/9/8799/17150879705_6581de3046_o.jpg
54;ive been dreaming of my favorite restaurant with all its tasty wine really but the pandemic will not the food is great but they have amazing wine to go with it wow they have a wall that is a giant rack of wine that good to hear i dont know much about wine so mayube its not great but i love it;https://c6.staticflickr.com/7/6070/6149357673_22dca89b00_o.jpg
55;how are you pretty good whats going on with you hmmm here sitting in home and saving my society thats good i went out today and had a drink with a friend wow we sat at the table waiting for food for a very long time i enjoy drink at weekends the restaurant was pretty empty we had a good time after we ate most restaurants are following social distancing yes there was totally only a two person per table limit here;https://c3.staticflickr.com/8/7066/6794220662_00b4f79f6b_o.jpg
56;hello how are you good how are you doing great awesome how wasd your weekend it was nice i got a lot of studying in oh great better than me i went out this weekend and had some drinks oh yeah where did you go out to just to a local bar downtown i met up with some friends down there sounds pretty nice to me did you have a good time yes i did check it out;https://farm5.staticflickr.com/5137/5422479031_7639a1ff24_o.jpg
57;how are you i am great greetings from my vacation where are you at i am in pakistan what a great country to visit next time you are coming with us sounds interesting what kind of places have you been to there sure i am now in this small country village what have you seen there they have bunch of littler altars with animals and man inside what type of animals do they have their religion is really strange take a look;https://farm5.staticflickr.com/71/202183750_7690238dd6_o.jpg
58;jeremiah and i had a good day today we went to a parade tell me about it there were so many people there cant have a parade without people lots of people waving flags as well lol i think we both got a little hot and tired after a couple of hours was there any dispute about whose flag was better no it was all good lol i only managed to get one photo of him although he was getting pretty cranky would you like to see its hot out;https://farm7.staticflickr.com/2520/3700392835_dd68f309d7_o.jpg
59;i just got two new dogs today two wow thats great news what are their names they look really cute so i took their picture and placed it in a picture frame i havent though of names for now ok cool;https://farm4.staticflickr.com/7533/16066085252_3a2a704ec8_o.jpg
60;do anything fun this weekend i had the best pumpkin pie at the festival i went to ooh that sounds good yeah it was do you know what festival it was;https://c7.staticflickr.com/4/3928/15399187536_358df85c8d_o.jpg
61;hey how are you im good man how about you im doing great what are you up to you know just trying to get money off of this lol im currently at the park with my girlfriend natalie haha wow be safe out there yeah its just us she seems to really enjoy the outdoors she is very happy hows the weather like super nice the sun is out and the wind is subtle heres a pic i took of my girlfriend;https://c3.staticflickr.com/8/7088/7365373000_d8e9b126c0_o.jpg
62;how are you doing pretty good getting ready for the holidays did you do anything recently just thinking about trying out new fireworks nice that sounds good did you like it havent tried them yet just bought them and a good drink;https://c1.staticflickr.com/5/4139/4925989589_7af94a5617_o.jpg
63;hey there what are you up to not much just came back from visiting with my brother how is your brother hes doing good we had a nice time visiting i got to meet his roommates how many room mates does he have what are they like hes got two they like to go out and you know me im a homebody type well at least you got out to see your brother is his place cool we didnt stay much at his place its a nice apartment him and his roommates kept me busy they liked to go out every night it was exhausting what did they have you doing where did you go out to;https://c3.staticflickr.com/1/222/483087710_fbe506a706_o.jpg
64;howre you doing today actually you just caught me in a wedding great whats your plan for the weekend my friends daughter just got marry wow thats pretty good woow congrats to her wish her a happy married life yes its kind of crazy to get marry on theses days but they seem to love each other to death i make sure she gets your congratulation i just took a picture of the couple thanks ill like to see her soon been long since i saw a couple ill sen it to you;https://farm5.staticflickr.com/3548/3532010837_12d157da99_o.jpg
65;im just here with rocky my dad out in the park nice warm day for that its not too warm just perfect enough for a good outing i should have a picture we took together if you want to see i would love to forgot to tell you we brought a couple of friends a long as well let me find it here big group wish i was free to hang;https://c4.staticflickr.com/9/8111/8497548069_a00980140e_o.jpg
66;hi hows everything hey how are you im doing great anything good hapend today i just went to work nothing exciting im sitting down getting ready to eat oh thats good what are you eating a sandwich and cup of coffee what did you have for dinner what type of sandwich is this i had spagetti with red sauce turkey lettuce and tomato;https://c5.staticflickr.com/9/8689/16904591326_95900bbec2_o.jpg
67;my friend gabrielle is such a hoot yeah she is i remember meeting her awhile back she had me laughing you run into her again ive never seen her when she isnt having a good time i saw her last night as she was leaving a club fun fun my life has turned boring after having kids now you went out clubbing last night too much to drink if you ask me haha i dont miss that though tell me she isnt three sheets to the wind;https://farm8.staticflickr.com/32/58250826_76ad5e1655_o.jpg
68;whats up how are you at work good just out for a walk with my dog in night shft the new pup we just got the night time sounds boring haha i hate the night shifts do you like dogs where going just walking the dog not going anywhere specific look at him;https://farm8.staticflickr.com/3765/9263911985_51f61c366f_o.jpg
69;how are you im good im going through a box of old clothes i think i may have a couple of your sweaters ohhmay be but i dont remember eww i just came across this moth on one of the white sweaters ewwww funny how butterflies can be so beautiful but moths not so much yeah seriously here take a look at this;https://c1.staticflickr.com/4/3887/14899475918_4e1cbbe094_o.jpg
70;you like travelling sure do just need a budget when going to places lol right well i went to visit this very old cathedral and wow its truly an experience to be there a cathedral sounds nice i love visiting old places that tells our history as being in this world lol did you go alone actually i went with my husband hes the one that pick the place for us to travel to you sound like a lucky one can you describe me more about the place or the cathedral you visited with your husband sure thing great the cathedral looks to be dated back around the s i am not much of a historian but my husband devin is he told me that the original color of the cathedral is a bit faded due to years and years of rain;https://c8.staticflickr.com/3/2692/4265497673_6dbd53785e_o.jpg
71;longtime no see yea been a while ive been working all day on a project for school yeah sounds like tough work i had to make a collage of insects;https://c7.staticflickr.com/9/8390/8510719158_ed2df44793_o.jpg
72;i just got back from a conference with my husband korbyn oh really yeah he thinks its fun but it isnt haha yeah conferences arent exactly exciting i asked him if any black people come to these uhuh he is a true honky;https://farm1.staticflickr.com/3260/2571574729_2b347408a5_o.jpg
73;i spent the day with my family it was a lot of fun oh nice my mom christine was there i bet i havent seen your family in so long how are they they are doing great i took a photo of us all;https://c2.staticflickr.com/4/3394/3275239834_61c6feb73a_o.jpg
74;how are you fine you glad things are starting to open up again in fact one of my buddies got married yesterday god like yeah he sent me a picture;https://c3.staticflickr.com/5/4095/4916529593_95a62c3d64_o.jpg
75;howre you doing well thanks just relaxing you nice im just chilling myself sweet a little tv time not really was out in the woods earlier took some photos oh yeah just checking things out yea cool nice to take a nature walk sometimes for sure what did you see i saw this dragonfly on a broken branch i got a really good shot;https://farm5.staticflickr.com/3692/12194582586_6003ac713b_o.jpg
76;im at a conference we took a breaks a took some drink from the bottle what kind of drinks their faces say they are having a good time haha from the conference or from the drinks lol i cant tell lol how much longer will you be there;https://c6.staticflickr.com/9/8828/17220422469_f8d3ab6414_o.jpg
77;how are you doing nothing much sitting at my brother brixton event hes giving a speech and i am ready to go oh nice oh ok he has been speaking for hours now oh thats great look at him its take a while;https://farm7.staticflickr.com/396/19533412168_f66ab84a1c_o.jpg
78;hey whats up i am just watching tv what about you i just got back from an event on my nieces college campus fun what kind of event it was related to the graduation she wanted me to be there because she was one of the ushers that is cool did you just watch no i took some pictures let me pull one up can i see;https://c5.staticflickr.com/9/8651/16598620476_190c943d4e_o.jpg
79;have you ever been to jurrasic park i dont have any park hahaha you are a waste yes you also hahah im from michigan do you know much about dinosaurs yes those scary beasts i know if they were alive id be dead by heart attacks haha but i dont saw check this pic;https://c8.staticflickr.com/8/7201/6906706141_c387bea7ae_o.jpg
80;what are you doing this weekend cat is most beautiful animal oneyou know i will play with my cat i know i have one at home remember ohgood cat is always cure cute what does your new cat look like cat is very sexy oh is that so what color is it yes what color is it brown and grey oh cool cat eyes is pure grey;https://farm8.staticflickr.com/8444/7807352514_7647cab9b4_o.jpg
81;ive been practicing photography cool what are you photographing random landscapes i recently found a cool lighthouse i love taking pictures too i love combining modern products with older ones what do you take pictures of sounds intriguing my sister sent me some beautiful beach photos today i usually photograph my family i was just on a beach with my family i took a photo with my empty pepsi can there wanna see nice and sure;https://c4.staticflickr.com/4/3230/2778581589_ca5a0edaa9_o.jpg
82;howdy hi hows it going im good how are you do you have a picture i actually do its of my student jaylen hes in a suit sounds awesome what color suit i believe its black but im not sure can you check for me sure okay i will share the picture probably navy navy suits are the best hold on;https://farm2.staticflickr.com/8021/6991766410_e559bf3f6f_o.jpg
83;hello how are you interesting photo shared my granddaughter is in this pic that is wonderful what is she doing in the picture it is a school play always a joy to see the younger ones all of the children in the photo are so happy i agree what play are they performing they are doing a mini version of romeo and juliet someone did a great job on the costumes ah an interesting story;https://farm2.staticflickr.com/8089/8467326327_53b559177e_o.jpg
84;hey you long time no talk how have you been omg i have been amazing you what have you been up too supes busyjust started this web developer tarining course oh nice thats awesome sounds tough trying to get a better jobbut it has been super tough wshat about you yeah i bet what i just got back from my sisters house awwhow is she doing i havent seen her in forever i was there all day playing with my niece gracelynn omg i bet shes so big now omg it was the cutest thing today i got a picture of her picking flowers in her pink pjs and crazy rain boots thats one id have to see this kid has the craziest head of hair i have ever seen um give me one sec to find it;https://farm5.staticflickr.com/7441/9069886728_70c8470fb8_o.jpg
85;how are you doing today fine just having lunch right now you good just hanging out with my dog what are you eating a bbq sandwich i bought it from this dinein restaurant that just opened up and wow it looks amazing the bread is differentlooking from any other kind ive ever seen hmm thats interesting i love bbq i wonder what kind of bread you are talking about im not sure how to describe it the texture looks fairly standard but the design is unique but the meat the meat is just falling apart i love it when its like that yum is it saucy too definitely some great sauce to go with it ive got a pic here;https://farm6.staticflickr.com/2918/14453663808_4602d77eee_o.jpg
86;i just got back from my nieces birthday party sounds fun how old did she turn shes heres a pic of her with her sister and mom fun age lots of kids there about its her lucky number lol for sure was there cake yes and not bad for a bunch of screaming yearold girls;https://farm5.staticflickr.com/5489/11638190595_f29d830526_o.jpg
87;waat your name what did u lunch you would believe it im looking at picture i took in school on our feild trip yes whts your name it me jennifer nice name any way you didnt like the apple cider;https://farm3.staticflickr.com/7357/10353362435_153f69188f_o.jpg
88;did you have a good weekend yes i went and helped rescue dogs it was really nice oh ok;https://farm5.staticflickr.com/7303/9441164093_557dec8df7_o.jpg
89;what have you been up to i took my son kase to the park today ive been working a lot was it fun what did you two do i bought him a snow cone i love snow cones what are your plans for tomorrow we will probably head back to the park for more snow cones he had so much fun let me show you;https://c1.staticflickr.com/9/8002/7571595828_9e741b8e08_o.jpg
90;what are you up toç anything intresting lately well ever since this virus start there is nothing much to say since we are with this crazy isolation what about you have been indoor lately no work due to the pandemic do you remember my younger brother samuel of course nice guy how is he doing he was riding his bicycle and fell oh no is he ok at the hospital;https://c1.staticflickr.com/6/5585/14998165710_eb0f00e507_o.jpg
91;hello friend how are you im good how are you doing well thanks for asking hows the weather there its pretty hot out here you oh i wish it was here really cloudy and overcast im just sitting here looking out the window at the clouds dreary day aw im sorry maybe itll clear up later got some coffee and tea and some water though so ill stay nice and hydrated while i watch the clouds i sure hope so yay at least you got your coffee i need lots of coffee all the time;https://c4.staticflickr.com/1/109/305744621_fb4e66c12d_o.jpg
92;how are you fine just taking a stroll at the beach ok friend you yesterday my grandpa send a picture let me see they are going to the hotel sounds fun ok friend;https://farm5.staticflickr.com/2161/2094710564_f344df39f9_o.jpg
93;i am out on my street with my friend andress oh hows the weather outside hey its cool i like this weather wanna see the weather here nice its rainy here hows andress been yes please;https://farm3.staticflickr.com/2069/3539776963_3b11716e52_o.jpg
94;howre you doing today today is my birthday what are your plan for the weekend party with beer wow happy birthday buddy have a pleasant one thank you id love to have a beer also what is your favorite animal i love cat and i have it superb i am also have a cat i send the photo to see you sure ill like to see it;https://farm8.staticflickr.com/7619/16164316463_37f79c9ffd_o.jpg
95;it is nice to relax on fridays i went to a concert today and seen an amazing singer did you have a good time did you go with friends no i went by myself but the concert was great can i show you his picture you might recognize him did you take a selfie no just a photo of the musician here he is;https://farm6.staticflickr.com/1167/1253175817_6754d15e9a_o.jpg
96;how was your day it was an adventure i took my uncle ali out to the bar hes a character how about you i just stayed at home what did your uncle do hes walking around wearing his kill bono shirt you want to see a picture of him oh god im rolling on the floor;https://c5.staticflickr.com/6/5574/14892765357_d866b67e35_o.jpg
97;hello how you doing great i have missed you i can tell the same i guess last time i saw you was in the wedding what a nice wedding that was i know i remember the beautiful wedding dress the bride was so beautiful beautifuland kataleya with that orange dress it was almost too orange i got good memories with that woman;https://farm3.staticflickr.com/2569/5697510201_214c69a894_o.jpg
98;what are you doing working you thinking about a movie wow what movie it looks like its called fish the boxtrolls mm ok i guess its from the makers of coraline have you seen that movie mm holliwood;https://c1.staticflickr.com/4/3908/14518922739_9a4d44308b_o.jpg
99;whats up i just came back from a ceremony my bro got an award oh cool what type of ceremony nice some kind of engineering geek award haha aw i bet he was happy you know the type probably made a nice drawing or something good for him though here is the happy guy;https://c6.staticflickr.com/4/3936/15300615460_54de9f5f63_o.jpg
100;how are you im good howre you i am alright just a little sad do you remember brad oh no why sad whats happened yeah i remember him i heard he just got divorced and i still remember we celebrated with him and his wife last christmas oh how awful i hope hell be okay yeah we had them over for new years;https://farm7.staticflickr.com/6/74469357_87d22a2344_o.jpg
101;hey how are you good and you good dood just a little irritated with what so im at work i just hired this kid and everyday he comes to work without his work shirt you ok sigh have you spoke to him about it i have he really needs the job and everything but come on i understand you need to give him a warning i will like look at this ill send you a pic of what hes wearing its a bar and hes wearing bell boys cloths;https://farm2.staticflickr.com/7326/9700372139_2d20dc4c63_o.jpg
102;i went shopping earlier thought of you found a photography shop oh good really yeah they have frames and cameras and stuff i plan to bought one really good quality i knew you would want to check it out i got an old minolta camera reallly i want to see that;https://c3.staticflickr.com/9/8505/8468773538_7a9eb03b02_o.jpg
